"","検索文字 URL： チェック","変なホテル東京羽田 サイト名","test 検索年月： 評価","2026年 投稿日","04月 コメント(全体)","範囲： コメント(良い点)","!A1:K コメント(改善点)","コメント（翻訳:全体)","コメント（翻訳:良い)","コメント（翻訳:改善点)","投稿者","","","","","関数用 2026年 2026年 ","03月 04月 ","","!A2:K300 ","","","",""
"","FALSE","Trip.com","7","2026-04-16","就是個臨時的住宿地，附近吃喝都不太方便，有送機所以才訂的，由於羽田飛青森大雪被迫返航，浪费了一日青森住宿，又加訂了這沒前台，只有恐龍招待的前台，不知驚喜或驚嚇了","","","ここは一時的な滞在場所で、近くには食事や飲み物を楽しめる便利な場所があまりありませんでした。空港送迎サービスがあったので予約したのですが、羽田空港から青森へのフライトで大雪に見舞われ、引き返すことを余儀なくされ、青森での宿泊を1日無駄にしてしまいました。そこで、フロントデスクがなく、恐竜のような受付係がいるだけのこの宿を再び予約したのですが、嬉しい驚きなのか、それともショックなのか、自分でもよく分かりません。","","","a‍m‍y‍k‍i‍k‍i‍b‍e‍n","","FALSE","Trip.com","7","2026-04-16","就是個臨時的住宿地，附近吃喝都不太方便，有送機所以才訂的，由於羽田飛青森大雪被迫返航，浪费了一日青森住宿，又加訂了這沒前台，只有恐龍招待的前台，不知驚喜或驚嚇了","","","ここは一時的な滞在場所で、近くには食事や飲み物を楽しめる便利な場所があまりありませんでした。空港送迎サービスがあったので予約したのですが、羽田空港から青森へのフライトで大雪に見舞われ、引き返すことを余儀なくされ、青森での宿泊を1日無駄にしてしまいました。そこで、フロントデスクがなく、恐竜のような受付係がいるだけのこの宿を再び予約したのですが、嬉しい驚きなのか、それともショックなのか、自分でもよく分かりません。","","","a‍m‍y‍k‍i‍k‍i‍b‍e‍n"
"","FALSE","Booking.com","7","2026-04-15","","Es wäre schön, wenn man an der Rezeption von Menschen anstatt Maschinen empfangen würde. Ansonsten war alles gut","","","受付で機械ではなく、人が対応してくれたら良かったのですが。それ以外は全て問題ありませんでした。","","Pnfcarsten","","FALSE","Booking.com","7","2026-04-15","","Es wäre schön, wenn man an der Rezeption von Menschen anstatt Maschinen empfangen würde. Ansonsten war alles gut","","","受付で機械ではなく、人が対応してくれたら良かったのですが。それ以外は全て問題ありませんでした。","","Pnfcarsten"
"","FALSE","Booking.com","10","2026-04-15","","","","","","","Laura","","FALSE","Booking.com","10","2026-04-15","","","","","","","Laura"
"","FALSE","Booking.com","8","2026-04-15","","Handy for one night airport stay. Courtesy bus efficient.","Nothing really.","","空港で一泊するのに便利。送迎バスも効率的。","特に何もないよ。","Tony","","FALSE","Booking.com","8","2026-04-15","","Handy for one night airport stay. Courtesy bus efficient.","Nothing really.","","空港で一泊するのに便利。送迎バスも効率的。","特に何もないよ。","Tony"
"","FALSE","Booking.com","8","2026-04-15","","L originalité de l accueil","Le manque d aide pour l enregistrement","","歓迎の独創性","登録に関するサポートが不足している","Loriers","","FALSE","Booking.com","8","2026-04-15","","L originalité de l accueil","Le manque d aide pour l enregistrement","","歓迎の独創性","登録に関するサポートが不足している","Loriers"
"","FALSE","Google","4","2026-04-15","Robert check-in","","","ロバートのチェックイン","","","sun autogate","","FALSE","Google","4","2026-04-15","Robert check-in","","","ロバートのチェックイン","","","sun autogate"
"","FALSE","Google","2","2026-04-15","A lot of noise inside the room, the bathroom extractor it's pretty noisily","","","部屋の中はかなりうるさい。浴室の換気扇がかなりうるさい。","","","Carlos Mario Gonzalez Villegas","","FALSE","Google","2","2026-04-15","A lot of noise inside the room, the bathroom extractor it's pretty noisily","","","部屋の中はかなりうるさい。浴室の換気扇がかなりうるさい。","","","Carlos Mario Gonzalez Villegas"
"","FALSE","Trip.com","10","2026-04-14","宿泊の数時間前に予約しホテルに向かった所、アップグレードしていただけて、地球の歩き方のお部屋に宿泊出来ました。 本当素敵な部屋で、もっと早くにチェックインすればよかったなと後悔……また羽田空港使う時は利用させていただきます！ 旅行の最高のスタートが出来ました、ありがとうございました！","","","宿泊の数時間前に予約しホテルに向かった所、アップグレードしていただけて、地球の歩き方のお部屋に宿泊出来ました。 本当素敵な部屋で、もっと早くにチェックインすればよかったなと後悔……また羽田空港使う時は利用させていただきます！ 旅行の最高のスタートが出来ました、ありがとうございました！","","","ゲ‍ス‍ト","","FALSE","Trip.com","10","2026-04-14","宿泊の数時間前に予約しホテルに向かった所、アップグレードしていただけて、地球の歩き方のお部屋に宿泊出来ました。 本当素敵な部屋で、もっと早くにチェックインすればよかったなと後悔……また羽田空港使う時は利用させていただきます！ 旅行の最高のスタートが出来ました、ありがとうございました！","","","宿泊の数時間前に予約しホテルに向かった所、アップグレードしていただけて、地球の歩き方のお部屋に宿泊出来ました。 本当素敵な部屋で、もっと早くにチェックインすればよかったなと後悔……また羽田空港使う時は利用させていただきます！ 旅行の最高のスタートが出来ました、ありがとうございました！","","","ゲ‍ス‍ト"
"","FALSE","Booking.com","5","2026-04-13","","Secure place to leave luggage after checkout","Not clean","","チェックアウト後に荷物を安全に保管できる場所","清潔ではない","Vilma","","FALSE","Booking.com","5","2026-04-13","","Secure place to leave luggage after checkout","Not clean","","チェックアウト後に荷物を安全に保管できる場所","清潔ではない","Vilma"
"","FALSE","Booking.com","9","2026-04-13","","","","","","","László","","FALSE","Booking.com","9","2026-04-13","","","","","","","László"
"","FALSE","Booking.com","6","2026-04-13","","","","","","","Figen","","FALSE","Booking.com","6","2026-04-13","","","","","","","Figen"
"","FALSE","Booking.com","8","2026-04-13","","La localisation est bonne, proche du métro et de l'aéroport","L'accueil très impersonnel avec des robots de dynosaures qui ont fait peur à un bébé.","","立地は良く、地下鉄と空港に近い。","非常に無機質な受付エリアには、赤ちゃんを怖がらせる恐竜型ロボットが置かれていた。","Jean-m","","FALSE","Booking.com","8","2026-04-13","","La localisation est bonne, proche du métro et de l'aéroport","L'accueil très impersonnel avec des robots de dynosaures qui ont fait peur à un bébé.","","立地は良く、地下鉄と空港に近い。","非常に無機質な受付エリアには、赤ちゃんを怖がらせる恐竜型ロボットが置かれていた。","Jean-m"
"","FALSE","Booking.com","6","2026-04-13","","Proximity to the airport, ease of late night check in and lots of convenience stores close by","The toilet had a very bad smell","","空港に近いこと、深夜のチェックインが簡単なこと、近くにコンビニエンスストアがたくさんあること","トイレはひどい悪臭がした。","Moore","","FALSE","Booking.com","6","2026-04-13","","Proximity to the airport, ease of late night check in and lots of convenience stores close by","The toilet had a very bad smell","","空港に近いこと、深夜のチェックインが簡単なこと、近くにコンビニエンスストアがたくさんあること","トイレはひどい悪臭がした。","Moore"
"","FALSE","Trip.com","9","2026-04-13","No towel provided so please bring your own if staying here.","","","タオルはご用意しておりませんので、ご宿泊の際はご持参ください。","","","ゲ‍ス‍ト","","FALSE","Trip.com","9","2026-04-13","No towel provided so please bring your own if staying here.","","","タオルはご用意しておりませんので、ご宿泊の際はご持参ください。","","","ゲ‍ス‍ト"
"","FALSE","Booking.com","7","2026-04-12","","The check in process was easy, it's self check in at the desk. My room was clean and although it was small I fitted everything comfortably. It was very close to Haneda Airport which meant I didn't feel like I was rushing the next morning to catch my flight.","The mattress was too firm for my liking, however, this seems to be pretty common with Japanese Hotels.","","チェックインは簡単で、フロントでのセルフチェックインでした。部屋は清潔で、狭かったものの荷物はすべて快適に収まりました。羽田空港にとても近かったので、翌朝のフライトに慌てる必要もありませんでした。","マットレスは私の好みには硬すぎましたが、これは日本のホテルではよくあることのようです。","Cameron","","FALSE","Booking.com","7","2026-04-12","","The check in process was easy, it's self check in at the desk. My room was clean and although it was small I fitted everything comfortably. It was very close to Haneda Airport which meant I didn't feel like I was rushing the next morning to catch my flight.","The mattress was too firm for my liking, however, this seems to be pretty common with Japanese Hotels.","","チェックインは簡単で、フロントでのセルフチェックインでした。部屋は清潔で、狭かったものの荷物はすべて快適に収まりました。羽田空港にとても近かったので、翌朝のフライトに慌てる必要もありませんでした。","マットレスは私の好みには硬すぎましたが、これは日本のホテルではよくあることのようです。","Cameron"
"","FALSE","Google","5","2026-04-12","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","Ishita Bhattacharya","","FALSE","Google","5","2026-04-12","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","Ishita Bhattacharya"
"","FALSE","Agoda","8","2026-04-12","恐竜とお姉さんのロボットが受付で待っている。思ったより迫力があって怖かったけど話題性あり！部屋は普通にキレイだし、コンセントもいっぱいあった。特別な部屋だったので可愛かった。","","","恐竜とお姉さんのロボットが受付で待っている。思ったより迫力があって怖かったけど話題性あり！部屋は普通にキレイだし、コンセントもいっぱいあった。特別な部屋だったので可愛かった。","","","わか","","FALSE","Agoda","8","2026-04-12","恐竜とお姉さんのロボットが受付で待っている。思ったより迫力があって怖かったけど話題性あり！部屋は普通にキレイだし、コンセントもいっぱいあった。特別な部屋だったので可愛かった。","","","恐竜とお姉さんのロボットが受付で待っている。思ったより迫力があって怖かったけど話題性あり！部屋は普通にキレイだし、コンセントもいっぱいあった。特別な部屋だったので可愛かった。","","","わか"
"","FALSE","Google","5","2026-04-12","Very near to the airport, good range of buffet breakfast, the check in and out is by robots, great experience. The rooms are cleaned of wastes everyday. Rooms has all the amenities.","","","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","Ishita Bhattacharya","","FALSE","Google","5","2026-04-12","Very near to the airport, good range of buffet breakfast, the check in and out is by robots, great experience. The rooms are cleaned of wastes everyday. Rooms has all the amenities.","","","空港から非常に近く、ビュッフェスタイルの朝食は種類豊富で、チェックインとチェックアウトはロボットで行われ、素晴らしい体験でした。客室は毎日清掃され、必要なアメニティはすべて揃っています。","","","Ishita Bhattacharya"
"","FALSE","Google","5","2026-04-12","","","","","","","shaival chokshi","","FALSE","Google","5","2026-04-12","","","","","","","shaival chokshi"
"","FALSE","Google","1","2026-04-12","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","Roxana Pleitez","","FALSE","Google","1","2026-04-12","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","Roxana Pleitez"
"","FALSE","Google","1","2026-04-12","This hotel is not what it is advertised. It is all lies as it is a filthy hotel! I’ve never stayed in such a filthy 3 star hotel! It is supposed to be cleaned but it is not!! The breakfast option is horrible. By far, this is the worst hotel I’ve stayed in! Go to a different hotel!","","","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","Roxana Pleitez","","FALSE","Google","1","2026-04-12","This hotel is not what it is advertised. It is all lies as it is a filthy hotel! I’ve never stayed in such a filthy 3 star hotel! It is supposed to be cleaned but it is not!! The breakfast option is horrible. By far, this is the worst hotel I’ve stayed in! Go to a different hotel!","","","このホテルは宣伝とは全く違います。すべて嘘で、汚いホテルです！こんなに汚い3つ星ホテルに泊まったのは初めてです！掃除されているはずなのに、全く掃除されていません！朝食もひどいです。今まで泊まった中で、間違いなく最悪のホテルです！他のホテルに泊まることを強くお勧めします！","","","Roxana Pleitez"
"","FALSE","Booking.com","7","2026-04-11","","Sauberkeit","Keine richtige Rezeption, Schwierigkeiten wegen Sprache","","清潔さ","受信状態が悪く、言語の問題もある。","Jadranka","","FALSE","Booking.com","7","2026-04-11","","Sauberkeit","Keine richtige Rezeption, Schwierigkeiten wegen Sprache","","清潔さ","受信状態が悪く、言語の問題もある。","Jadranka"
"","FALSE","じゃらん","4","2026-04-11","羽田からの早朝便に乗る時は、いつもお世話になっています。  空港までのバスの送迎が無料なのはありがたいです。  今回は、こちらの旅の目的を知っていたのか？押し活の部屋へアップされていて楽しめました。  ありがとうございました。","","","羽田からの早朝便に乗る時は、いつもお世話になっています。  空港までのバスの送迎が無料なのはありがたいです。  今回は、こちらの旅の目的を知っていたのか？押し活の部屋へアップされていて楽しめました。  ありがとうございました。","","","NTMさん","","FALSE","じゃらん","4","2026-04-11","羽田からの早朝便に乗る時は、いつもお世話になっています。  空港までのバスの送迎が無料なのはありがたいです。  今回は、こちらの旅の目的を知っていたのか？押し活の部屋へアップされていて楽しめました。  ありがとうございました。","","","羽田からの早朝便に乗る時は、いつもお世話になっています。  空港までのバスの送迎が無料なのはありがたいです。  今回は、こちらの旅の目的を知っていたのか？押し活の部屋へアップされていて楽しめました。  ありがとうございました。","","","NTMさん"
"","FALSE","Booking.com","10","2026-04-11","","","","","","","Denise","","FALSE","Booking.com","10","2026-04-11","","","","","","","Denise"
"","FALSE","Booking.com","5","2026-04-11","","Location","Not worth the cost very basic and old","","位置","価格に見合わない、非常に基本的で古い","Wilkinson","","FALSE","Booking.com","5","2026-04-11","","Location","Not worth the cost very basic and old","","位置","価格に見合わない、非常に基本的で古い","Wilkinson"
"","FALSE","Google","5","2026-04-11","朝4時45分に羽田空港行きの専用バスがありますが、定員が20人くらいなので早いものがちです👍月曜日の朝、4時半くらいから並びはじめました。結局満員にはなりませんでしたが、9割ほど埋まりました👬","","","朝4時45分に羽田空港行きの専用バスがありますが、定員が20人くらいなので早いものがちです👍月曜日の朝、4時半くらいから並びはじめました。結局満員にはなりませんでしたが、9割ほど埋まりました👬","","","keiiti kawai","","FALSE","Google","5","2026-04-11","朝4時45分に羽田空港行きの専用バスがありますが、定員が20人くらいなので早いものがちです👍月曜日の朝、4時半くらいから並びはじめました。結局満員にはなりませんでしたが、9割ほど埋まりました👬","","","朝4時45分に羽田空港行きの専用バスがありますが、定員が20人くらいなので早いものがちです👍月曜日の朝、4時半くらいから並びはじめました。結局満員にはなりませんでしたが、9割ほど埋まりました👬","","","keiiti kawai"
"","FALSE","Booking.com","10","2026-04-10","","","","","","","Sumiko","","FALSE","Booking.com","10","2026-04-10","","","","","","","Sumiko"
"","FALSE","Booking.com","8","2026-04-10","","Free shuttle and proximity to airport.","Free shuttle service is not available in the afternoon.  One has to take Keikyu train or take a taxi. Hotel front desk staff are all robots.  Not one human being around.  Personal and human interaction is missing.","","無料シャトルバスあり、空港へのアクセスも良好。","午後は無料シャトルバスの運行はありません。京急電車かタクシーを利用する必要があります。ホテルのフロントスタッフは全員ロボットのようで、人間らしい雰囲気は全くありません。人間味あふれる交流が全く感じられません。","Liberty","","FALSE","Booking.com","8","2026-04-10","","Free shuttle and proximity to airport.","Free shuttle service is not available in the afternoon.  One has to take Keikyu train or take a taxi. Hotel front desk staff are all robots.  Not one human being around.  Personal and human interaction is missing.","","無料シャトルバスあり、空港へのアクセスも良好。","午後は無料シャトルバスの運行はありません。京急電車かタクシーを利用する必要があります。ホテルのフロントスタッフは全員ロボットのようで、人間らしい雰囲気は全くありません。人間味あふれる交流が全く感じられません。","Liberty"
"","FALSE","Booking.com","10","2026-04-10","","Everything","The person in the restaurant charged us $10 per coffee while was very ordinary. Real rip off!!","","すべて","レストランの店員は、ごく普通のコーヒー1杯に10ドルも請求してきた。本当にぼったくりだ！","Ramesh","","FALSE","Booking.com","10","2026-04-10","","Everything","The person in the restaurant charged us $10 per coffee while was very ordinary. Real rip off!!","","すべて","レストランの店員は、ごく普通のコーヒー1杯に10ドルも請求してきた。本当にぼったくりだ！","Ramesh"
"","FALSE","Booking.com","10","2026-04-10","","","","","","","Mohammad","","FALSE","Booking.com","10","2026-04-10","","","","","","","Mohammad"
"","FALSE","Google","4","2026-04-10","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","Luciano Cantarella","","FALSE","Google","4","2026-04-10","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","Luciano Cantarella"
"","FALSE","Trip.com","10","2026-04-10","El hotel estaba muy cerca de la estación y de un 7eleven. La calle saliendo era muy bonita. Fue fácil llegar. El personal muy amable, con el traductor fue fácil comunicarse. Había centro de lavado y la limpieza era muy buena.","","","ホテルは駅とセブンイレブンにとても近かった。ホテルから続く道もとてもきれいだった。アクセスも簡単だった。スタッフはとても親切で、通訳とのコミュニケーションもスムーズだった。ランドリー設備もあり、ホテルはとても清潔だった。","","","F‍á‍t‍i‍m‍a‍ ‍Y‍t‍z‍e‍l","","FALSE","Trip.com","10","2026-04-10","El hotel estaba muy cerca de la estación y de un 7eleven. La calle saliendo era muy bonita. Fue fácil llegar. El personal muy amable, con el traductor fue fácil comunicarse. Había centro de lavado y la limpieza era muy buena.","","","ホテルは駅とセブンイレブンにとても近かった。ホテルから続く道もとてもきれいだった。アクセスも簡単だった。スタッフはとても親切で、通訳とのコミュニケーションもスムーズだった。ランドリー設備もあり、ホテルはとても清潔だった。","","","F‍á‍t‍i‍m‍a‍ ‍Y‍t‍z‍e‍l"
"","FALSE","Booking.com","6","2026-04-10","","Localização","A localização da parada do Shuttle bus aeroporto- hotel no terminal 1 não é clara. Fiquei em um ponto lá no terminal 1 e o ônibus passou direto. Tive que pegar o trem depois . O Shuttle bus não é o dia todo .","","位置","ターミナル1にある空港・ホテル間のシャトルバス乗り場の場所が分かりにくいです。ターミナル1の乗り場で待っていたのですが、バスはすぐそばを通り過ぎてしまいました。結局、電車に乗る羽目になりました。シャトルバスは終日運行しているわけではないようです。","Anna","","FALSE","Booking.com","6","2026-04-10","","Localização","A localização da parada do Shuttle bus aeroporto- hotel no terminal 1 não é clara. Fiquei em um ponto lá no terminal 1 e o ônibus passou direto. Tive que pegar o trem depois . O Shuttle bus não é o dia todo .","","位置","ターミナル1にある空港・ホテル間のシャトルバス乗り場の場所が分かりにくいです。ターミナル1の乗り場で待っていたのですが、バスはすぐそばを通り過ぎてしまいました。結局、電車に乗る羽目になりました。シャトルバスは終日運行しているわけではないようです。","Anna"
"","FALSE","Booking.com","10","2026-04-10","","","","","","","Edward","","FALSE","Booking.com","10","2026-04-10","","","","","","","Edward"
"","FALSE","Booking.com","10","2026-04-10","","","","","","","維倫","","FALSE","Booking.com","10","2026-04-10","","","","","","","維倫"
"","FALSE","Booking.com","8","2026-04-10","","","","","","","Damian","","FALSE","Booking.com","8","2026-04-10","","","","","","","Damian"
"","FALSE","Google","4","2026-04-10","Very good location shuttle bus very good and driver very helpful full. Room ok but my one was bit smelly of bo  after all was. Ok","","","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","Luciano Cantarella","","FALSE","Google","4","2026-04-10","Very good location shuttle bus very good and driver very helpful full. Room ok but my one was bit smelly of bo  after all was. Ok","","","立地はとても良く、シャトルバスもとても便利で、運転手さんもとても親切でした。部屋はまあまあでしたが、私の部屋は少し匂いがしました。","","","Luciano Cantarella"
"","FALSE","Booking.com","10","2026-04-09","","Location, cleanliness were spot on. The free airport shuttle service was excellent. The directions to the hotel were accurate and appreciate.","The e-check-in experience was poor. We had to calling staff members for assistance but they were very helpful, unlike e-check-in. We were greeted by robotic person and a robotics dinosaur = weird.","","立地も清潔さも申し分ありませんでした。無料の空港シャトルサービスも素晴らしかったです。ホテルまでの道順も正確で助かりました。","オンラインチェックインはひどい体験でした。スタッフに助けを求めなければなりませんでしたが、オンラインチェックインとは違って、スタッフはとても親切でした。ロボットのような人とロボットの恐竜が出迎えてくれたのは奇妙でした。","Michelle","","FALSE","Booking.com","10","2026-04-09","","Location, cleanliness were spot on. The free airport shuttle service was excellent. The directions to the hotel were accurate and appreciate.","The e-check-in experience was poor. We had to calling staff members for assistance but they were very helpful, unlike e-check-in. We were greeted by robotic person and a robotics dinosaur = weird.","","立地も清潔さも申し分ありませんでした。無料の空港シャトルサービスも素晴らしかったです。ホテルまでの道順も正確で助かりました。","オンラインチェックインはひどい体験でした。スタッフに助けを求めなければなりませんでしたが、オンラインチェックインとは違って、スタッフはとても親切でした。ロボットのような人とロボットの恐竜が出迎えてくれたのは奇妙でした。","Michelle"
"","FALSE","Booking.com","9","2026-04-09","","Très bel hôtel situé dans une zone piétonne à 5 mn à pied de la gare d'Otorii et à 10mn en voiture de l'aéroport de Haneda. Les chambres sont grandes pour les standards japonais et confortables. La salle de bain est petite mais pour une nuit avant de prendre l'avion du retour cela est suffisant. Nous avons apprécié de pouvoir nous installer avant le check-in à coté de la salle de restaurant où des distributeurs de boissons et de nourriture sont à disposition. Le petit-déjeuner était bon et servi de bonne heure (dès 5h30). Nous avons utilisé la navette de bus gratuite mise à disposition par l'hôtel mais il faut se présenter suffisamment tôt avant l'heure de départ car le bus est vite complet car il n'y a que 20 places. Le check-in fait sans aucune présence humaine (coucou les dinosaures !!!) est un peu déstabilisant mais nous avons réussi. Notre demande préalable de bénéficier de 3 chambres côte à côte a été respectée. Nous recommandons cet hôtel sans réserves.","Rien","","大鳥居駅から徒歩5分、羽田空港から車で10分の歩行者天国にある、とても素敵なホテルです。客室は日本の基準からすると広く、快適です。バスルームは狭いですが、帰りのフライト前の一泊には十分です。レストランのすぐ隣にチェックイン前に落ち着けるスペースがあり、飲み物や軽食の自動販売機も利用できるのはありがたかったです。朝食は美味しく、早朝（午前5時30分から）に提供されました。ホテルの無料シャトルバスを利用しましたが、座席が20席しかないためすぐに満席になるので、出発時刻よりかなり前に到着する必要があります。係員がいないチェックイン（まるで恐竜のよう！）は少し戸惑いましたが、何とかできました。事前にリクエストしていたコネクティングルーム3室は快く対応してもらえました。このホテルを心からお勧めします。","何もない","Sonia","","FALSE","Booking.com","9","2026-04-09","","Très bel hôtel situé dans une zone piétonne à 5 mn à pied de la gare d'Otorii et à 10mn en voiture de l'aéroport de Haneda. Les chambres sont grandes pour les standards japonais et confortables. La salle de bain est petite mais pour une nuit avant de prendre l'avion du retour cela est suffisant. Nous avons apprécié de pouvoir nous installer avant le check-in à coté de la salle de restaurant où des distributeurs de boissons et de nourriture sont à disposition. Le petit-déjeuner était bon et servi de bonne heure (dès 5h30). Nous avons utilisé la navette de bus gratuite mise à disposition par l'hôtel mais il faut se présenter suffisamment tôt avant l'heure de départ car le bus est vite complet car il n'y a que 20 places. Le check-in fait sans aucune présence humaine (coucou les dinosaures !!!) est un peu déstabilisant mais nous avons réussi. Notre demande préalable de bénéficier de 3 chambres côte à côte a été respectée. Nous recommandons cet hôtel sans réserves.","Rien","","大鳥居駅から徒歩5分、羽田空港から車で10分の歩行者天国にある、とても素敵なホテルです。客室は日本の基準からすると広く、快適です。バスルームは狭いですが、帰りのフライト前の一泊には十分です。レストランのすぐ隣にチェックイン前に落ち着けるスペースがあり、飲み物や軽食の自動販売機も利用できるのはありがたかったです。朝食は美味しく、早朝（午前5時30分から）に提供されました。ホテルの無料シャトルバスを利用しましたが、座席が20席しかないためすぐに満席になるので、出発時刻よりかなり前に到着する必要があります。係員がいないチェックイン（まるで恐竜のよう！）は少し戸惑いましたが、何とかできました。事前にリクエストしていたコネクティングルーム3室は快く対応してもらえました。このホテルを心からお勧めします。","何もない","Sonia"
"","FALSE","Booking.com","9","2026-04-09","","Free shuttle bus meant we were quick to get to late at night and straight to bed","We knew before hand the rooms were small and simple it’s good for a short stay but not to unpack","","無料シャトルバスのおかげで夜遅くまで早く到着し、すぐに寝ることができました。","部屋が狭くて簡素なのは事前に分かっていたので、短期滞在には良いが、荷物を広げてゆっくり過ごすには向かない。","Karla","","FALSE","Booking.com","9","2026-04-09","","Free shuttle bus meant we were quick to get to late at night and straight to bed","We knew before hand the rooms were small and simple it’s good for a short stay but not to unpack","","無料シャトルバスのおかげで夜遅くまで早く到着し、すぐに寝ることができました。","部屋が狭くて簡素なのは事前に分かっていたので、短期滞在には良いが、荷物を広げてゆっくり過ごすには向かない。","Karla"
"","FALSE","Booking.com","10","2026-04-09","","","","","","","Chelsea","","FALSE","Booking.com","10","2026-04-09","","","","","","","Chelsea"
"","FALSE","Booking.com","6","2026-04-08","","","","","","","Célia","","FALSE","Booking.com","6","2026-04-08","","","","","","","Célia"
"","FALSE","Booking.com","10","2026-04-08","","La chambre et salle de bain propres et emplacement à proximité des transports. Seul bémol le petit déjeuner qui manquait de produits petit déjeuner européen.","Le petit déjeuner pas assez diversifié","","部屋とバスルームは清潔で、公共交通機関へのアクセスも良好でした。唯一の難点は朝食で、ヨーロッパ式の朝食メニューがなかったことです。","朝食の種類が少なすぎた","Joelle","","FALSE","Booking.com","10","2026-04-08","","La chambre et salle de bain propres et emplacement à proximité des transports. Seul bémol le petit déjeuner qui manquait de produits petit déjeuner européen.","Le petit déjeuner pas assez diversifié","","部屋とバスルームは清潔で、公共交通機関へのアクセスも良好でした。唯一の難点は朝食で、ヨーロッパ式の朝食メニューがなかったことです。","朝食の種類が少なすぎた","Joelle"
"","FALSE","Booking.com","9","2026-04-08","","Wie der Name sagt ""Henn na"" (komisch) - es war mal was anderes am Empfand.  Sehr technisch, aber wenn man es einmal verstanden hat sehr einfach und schnell.  Da kann man auf jeden Fall öfter übernachten für en Preis.","","","名前の通り「ヘンナ」（奇妙）――他とは違う体験でした。非常に技術的な部分もありますが、一度理解すればとてもシンプルで手早く利用できます。この価格なら、もっと頻繁に泊まっても問題ないでしょう。","","Kien","","FALSE","Booking.com","9","2026-04-08","","Wie der Name sagt ""Henn na"" (komisch) - es war mal was anderes am Empfand.  Sehr technisch, aber wenn man es einmal verstanden hat sehr einfach und schnell.  Da kann man auf jeden Fall öfter übernachten für en Preis.","","","名前の通り「ヘンナ」（奇妙）――他とは違う体験でした。非常に技術的な部分もありますが、一度理解すればとてもシンプルで手早く利用できます。この価格なら、もっと頻繁に泊まっても問題ないでしょう。","","Kien"
"","FALSE","Booking.com","10","2026-04-08","","Divertida área de recepción, sitio muy cómodo","Habitaciones muy pequeñas","","楽しい受付エリア、とても快適な場所","非常に狭い部屋","Candela","","FALSE","Booking.com","10","2026-04-08","","Divertida área de recepción, sitio muy cómodo","Habitaciones muy pequeñas","","楽しい受付エリア、とても快適な場所","非常に狭い部屋","Candela"
