チェック,サイト名,評価,投稿日,コメント(全体),コメント(良い点),コメント(改善点),コメント（翻訳:全体),コメント（翻訳:良い),コメント（翻訳:改善点),投稿者,レビューID
false,Trip.com,10,2026-02-06,"Everything was great , nice and clean room",,,全てが素晴らしかったです。部屋も清潔で快適でした。,,,ゲ‍ス‍ト,trip_1837099546
false,Trip.com,10,2026-02-06,최고입니다 깔끔하고 좋았어요 객실 시설도 쾌적하고 조식도 맛있었습니다. 나리타 공항까지 가는 루트도 편리하고  모든게 만족스럽습니다. 다음번에 부모님 모시고 또 숙박 할게요,,,最高ですすっきりと良かった部屋設備も快適で朝食も美味しかったです。成田空港までのルートも便利で、すべてが満足です。次回は両親を迎えてまた泊まります。,,,ゲ‍ス‍ト,trip_1837251144
false,Booking.com,7,2026-02-05,,,,,,,Chia,bookingcom_7530135_5e3d632cc3ec225944082cae40ecc28d
false,Booking.com,8,2026-02-04,,房間空間大,感覺只有僕床，沒有更換，側所也不像每天清潔，更換的新毛巾就放在床上,,広い部屋,ベッドしか使われていないようで、トイレは毎日掃除されておらず、新しいタオルはベッドの上に置きっぱなしだった。,匿名,bookingcom_7530135_43dd7c186a6293dd1eb602412fad6943
false,Google,5,2026-02-04,京成リッチモンドホテル東京錦糸町での滞在は、スタッフの温かいおもてなしと、スムーズなチェックインのために惜しみない配慮で、まさに格別なサービスに感動しました。駅から歩いてすぐの好立地も大きな魅力で、すぐそばに美味しいレストランやショッピングスポットがたくさんあります。客室は確かに狭く、荷物を入れるには少し窮屈でしたが、モダンなアメニティと清潔感は東京観光の拠点として非常に快適でした。,,,京成リッチモンドホテル東京錦糸町での滞在は、スタッフの温かいおもてなしと、スムーズなチェックインのために惜しみない配慮で、まさに格別なサービスに感動しました。駅から歩いてすぐの好立地も大きな魅力で、すぐそばに美味しいレストランやショッピングスポットがたくさんあります。客室は確かに狭く、荷物を入れるには少し窮屈でしたが、モダンなアメニティと清潔感は東京観光の拠点として非常に快適でした。,,,Max Abramovich,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_e42ef08af0a4221cae639ba0093cc11b
false,Google,5,2026-02-04,"My stay at Keisei Richmond Hotel Tokyo Kinshicho was highlighted by the truly exceptional service, as the staff were incredibly welcoming and went out of their way to ensure a smooth check-in. The location is another major plus, being just a short walk from the station with plenty of great dining and shopping options right at the doorstep. While the rooms were undeniably small and a bit of a tight squeeze for my luggage, the modern amenities and overall cleanliness made it a very comfortable base for exploring Tokyo.",,,京成リッチモンドホテル東京錦糸町での滞在は、スタッフの皆さんの温かいおもてなしとスムーズなチェックインへの配慮が特に印象的でした。立地も大きな魅力で、駅から徒歩圏内にあり、すぐそばには数多くのレストランやショップが軒を連ねています。客室は確かに狭く、荷物を入れるには少し窮屈でしたが、モダンな設備と清潔さのおかげで、東京観光の拠点として非常に快適な滞在となりました。,,,Max Abramovich,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_9380eefb30e5bdb35193cdd10a59585d
false,Booking.com,9,2026-02-03,,Its not bad multi conbinis around and some fast food too.,Its a little far from the station but youll walk past some conbinis on the way and coco and matsuya so if you dont mind walking 10 mins everytime you go out its not that bad.,,周辺には悪くないコンビニエンスストアやファストフード店もある。,駅から少し遠いですが、途中にコンビニやココ、マツヤなどがあるので、外出するたびに10分歩くのが苦にならないなら、それほど悪くはありません。,Mark,bookingcom_7530135_38325204ebbc018d4adc931d46e70d63
false,Booking.com,7,2026-02-03,,地點很好,有幾天的冰塊機器旁邊的杯子都被拿光了，沒有補貨,,絶好のロケーション,数日間、製氷機の横にあったカップはすべてなくなっていて、補充もされなかった。,豐繼,bookingcom_7530135_024372c78e224d4781649d8c084e2025
false,Booking.com,10,2026-02-03,,,,,,,Yi,bookingcom_7530135_337a3758806365bdeff3b290972132b4
false,Google,5,2026-02-03,,,,,,,Wasim Khan,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_d0cc52122bb694527d14d57c2124c3a0
false,Booking.com,8,2026-02-02,,,,,,,Yoko,bookingcom_7530135_b4dcc8d8300e30c7624721042a178d9f
false,Trip.com,9,2026-02-02,フロントの方は非常に丁寧でした。一生懸命さが伝わりました。アメニティグッズも必要な分だけフロントで取る方式はとても良いと思います,,,フロントの方は非常に丁寧でした。一生懸命さが伝わりました。アメニティグッズも必要な分だけフロントで取る方式はとても良いと思います,,,な‍お‍や‍を,trip_1833393698
false,Booking.com,8,2026-02-02,,,,,,,Han,bookingcom_7530135_a7e726cb9145aa73c6fb06547f08d168
false,Booking.com,8,2026-02-02,,"The location of the hotel is near perfect. It is 5min walking distance from Kinshicho station. Nearby the hotel, there are plenty of eatery shops/restaurants, convenient stores, grocer & shopping malls.     The hotel room is also considered as spacious. We a family of four feels the room size is just right & comfortable for us.    Highly recommended for family stay, as it is not situated at those busy & packed areas e.g. Shibuya, Shinjuku, Tokyo Central, etc., yet it has all the necessities that we need.",There is definitely room for improvement for the variety of the breakfast they provided.,,ホテルの立地はほぼ完璧です。錦糸町駅から徒歩5分。ホテル周辺には飲食店、コンビニ、スーパー、ショッピングモールなどが豊富にあります。客室も広々としており、4人家族の私たちにはちょうど良い広さで快適でした。渋谷、新宿、東京中心部などの混雑したエリアからは離れていますが、必要なものはすべて揃っているので、家族での滞在に非常におすすめです。,提供される朝食の種類に関しては、間違いなく改善の余地がある。,Yung,bookingcom_7530135_9a1b55d6df42b71b6eb660779e9b2b4d
false,Booking.com,10,2026-02-02,,,,,,,Taşcı,bookingcom_7530135_387073a97bde01be7534a65b9dfc8742
false,Trip.com,10,2026-02-02,離錦系町車站南口很近，出車站就有3間超市，便利商店也都在附近，飯店人員非常親切，服務很好，我們中間退房，飯店協助我們保管行李，也提前幫我們把行李放進房間，非常貼心！👍,,,錦糸町駅南口からすぐの場所にあり、周辺にはスーパーマーケットやコンビニが3軒あります。ホテルスタッフはとても親切で、素晴らしいサービスを提供してくれました。チェックアウトの途中で荷物を預かってくれただけでなく、事前に部屋まで運んでくれたのも、とても親切な対応でした！👍,,,ゲ‍ス‍ト,trip_1833972712
false,Booking.com,8,2026-02-01,,,,,,,Oscar,bookingcom_7530135_c2a4fc8b9e1693c575dc74a40f54117b
false,Booking.com,9,2026-02-01,,"A localização, praticidade, conforto",Não tem nada para falar de ruim,,立地、利便性、そして快適さ。,悪いところは何もない。,Patricia,bookingcom_7530135_db23b221adac3cec0be4db1bd9523986
false,Google,5,2026-02-01,"Room size was ok for inside tokyo , they have english speaking staf which is very helpful",,,東京市内にしては部屋の広さは十分で、英語を話せるスタッフがいてとても助かりました。,,,hanny hanny,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_3fa097d198868890e36c546a1cf3edb9
false,Google,5,2026-02-01,ホテルの左側には半蔵門線。右側には新宿線があり、移動に楽です。ホテルから遠くない場所に、西遊。ドン・キホーテもあり、スカイツリーにも近いです。あ、マクドナルドもありますね。 スタッフも丁寧で親切です。 ホテル施設も綺麗で、アメニティで用意されているドリップコーヒーが味わいました。 部屋もサイズがかなり満足。マットレスも適度にふわふわしてよく寝ました。 バスルームアメニティはミキモト…香りが良かったですね。 ホテル周辺も静かです。夜12-新鮮4時(?)まではルームキーでタグ付けしなければホテルの外の扉が開かれます。 安全も悪くありません。 。 26年1月再訪問。 余裕のあるホテルはすっきりしており、スタッフの方は親切です。 東京サブウェイチケットで、あちこち、行き来にも楽で、その間バスルームアメニティがPOLA製品に変更され、 残念です。,,,ホテルの左側には半蔵門線。右側には新宿線があり、移動に楽です。ホテルから遠くない場所に、西遊。ドン・キホーテもあり、スカイツリーにも近いです。あ、マクドナルドもありますね。 スタッフも丁寧で親切です。 ホテル施設も綺麗で、アメニティで用意されているドリップコーヒーが味わいました。 部屋もサイズがかなり満足。マットレスも適度にふわふわしてよく寝ました。 バスルームアメニティはミキモト…香りが良かったですね。 ホテル周辺も静かです。夜12-新鮮4時(?)まではルームキーでタグ付けしなければホテルの外の扉が開かれます。 安全も悪くありません。 。 26年1月再訪問。 余裕のあるホテルはすっきりしており、スタッフの方は親切です。 東京サブウェイチケットで、あちこち、行き来にも楽で、その間バスルームアメニティがPOLA製品に変更され、 残念です。,,,Matthew CHOI,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_337a8052bfcbaec2c5441a9bad546e57
false,Google,5,2026-02-01,部屋の大きさは東京の中でも十分で、英語を話せるスタッフがいてとても助かりました。,,,部屋の大きさは東京の中でも十分で、英語を話せるスタッフがいてとても助かりました。,,,hanny hanny,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_557258b574044d0873c5d6368aacb788
false,Google,5,2026-02-01,"호텔의 왼쪽으로는 한조몬선. 오른쪽으로는 신주쿠선이 있어서 이동에 편합니다. 호텔과 멀지 않은 위치에, 세이유. 돈키호테도 있고, 스카이 트리하고도 가깝습니다. 아, 맥도날드도 있네요. 직원들도 정중하고,친절합니다. 호텔 시설도 깨끗하고, 어메니티로 준비되어 있는 드립커피가 맛이 있었어요. 방도 사이즈가 꽤 만족. 매트리스도 적당히 푹신해서 잘 잤습니다. 욕실 어메니티는 미키모토...향이 좋더라구요. 호텔 주변도 조용합니다. 밤12-새볔4시(?)까지는 룸키로 태그해야 호텔 외부문이 열려요...안전도 나쁘지 않아요. . 26년 1월 재방문. 여잔히 호텔은 깔끔하고, 직원분들은 친절합니다. 도쿄 서브웨이 티켓으로, 여기저기, 오고 가기에도 편하고, 그 사이 욕실 어메니티가 POLA 제품으로 변경되어, 아쉽네요.",,,ホテルの左側には半蔵門線。右側には新宿線があり移動に楽です。ホテルから遠くない場所に、西遊。ドン・キホーテもあり、スカイツリーにも近いです。ああ、マクドナルドもありますね。スタッフも丁寧で親切です。ホテル施設も綺麗で、アメニティで用意されているドリップコーヒーが味わいました。部屋もサイズがかなり満足。マットレスも適度にふわふわしてよく寝ました。バスルームアメニティはミキモト…香りがよかったですね。ホテル周辺も静かです。夜12-新鮮4時(?)まではルームキーでタグ付けしなければホテルの外の扉が開かれます...安全も悪くないです。 。 26年1月再訪問。余裕のあるホテルはすっきりしており、スタッフの方は親切です。東京サブウェイチケットで、あちこち、来て行くのにも楽で、その間バスルームアメニティがPOLA製品に変更され、残念ですね。,,,Matthew CHOI,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_605b4f46129485c0582df46ba45a4241
false,Booking.com,10,2026-03-31,,地點方便，房間整潔，出水很大洗澡很舒適,沒有不滿意的地方,,立地が便利で、部屋は清潔で、水圧も強いので、シャワーがとても快適です。,不満な点は何もありません。,Chia,bookingcom_7530135_0534c9d5139ee2eea45d7d5a0f71c18a
false,Booking.com,7,2026-03-31,,一樓大廳提供泡澡球、面膜，跟其他常見的備品，但沒有浴帽跟牙刷。,早餐還不錯吃，但品項不多而且每天一樣，連住很多天會吃到膩，自動鬆餅機很有趣,,1階のロビーにはバスボムやフェイスマスクなどの一般的なアメニティは用意されているが、シャワーキャップや歯ブラシはない。,朝食はまあまあだったが、種類が少なく、毎日同じものだったので、数日もすれば飽きてしまうだろう。自動ワッフルメーカーはなかなか面白かった。,Chen,bookingcom_7530135_c08f9ceac64fcef396c407dda660bbe1
false,Booking.com,10,2026-03-31,,,,,,,Juan,bookingcom_7530135_92eaf3719159c372f3d50337e0a14f57
false,Booking.com,9,2026-03-31,,,,,,,Andrew,bookingcom_7530135_8aae3a73a9a43ee6b04dfd986fe9d136
false,楽天トラベル,4,2026-03-31,立地も駅近で良いですね。朝食は普通。ただ海外スタッフの方の日本語、マナーは素晴らしいものがありました。是非これからも頑張ってください。,,,立地も駅近で良いですね。朝食は普通。ただ海外スタッフの方の日本語、マナーは素晴らしいものがありました。是非これからも頑張ってください。,,,W220S55LKUNI,rakuten_183014_063583b90e65882aee66345a729596a8
false,Booking.com,8,2026-03-30,,交通方便，附近也有很多超商及24小時的樂天超市,,,交通の便が良く、近隣には多くのコンビニエンスストアや24時間営業のロッテマートがあります。,,家儀,bookingcom_7530135_3b495a942e1e38eae68be4b3d16fec7a
false,Trip.com,9,2026-03-30,整體感覺相當滿意，離車站近，步行5分鐘左右就到！,,,全体的にとても満足しています。駅からも近く、徒歩わずか5分ほどです！,,,ゲ‍ス‍ト,trip_1892270688
false,Trip.com,10,2026-03-30,設備上都還不錯，有翻新，服務人員的服務態度真的一百分。房間內很乾淨，空間算大，出水量很大，還可以協助寄存行李、收包裹，下次來還想入住這間,,,設備はどれも素晴らしく、部屋も改装されていました。スタッフのサービスも最高でした。部屋はとても清潔で広々としており、水圧も十分でした。荷物預かりや荷物の受け取りも手伝ってくれました。次回も必ずここに泊まりたいと思います。,,,ゲ‍ス‍ト,trip_1892942354
false,Trip.com,10,2026-03-30,駅近ですが、静かで快適でした。,,,駅近ですが、静かで快適でした。,,,ゲ‍ス‍ト,trip_1893004200
false,Google,4,2026-03-30,錦糸町駅から徒歩圏内の便利な立地にあるホテルです。,,,錦糸町駅から徒歩圏内の便利な立地にあるホテルです。,,,Shimla Diaries,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_2b9e8563f489349476cc106fd210cfc8
false,Google,4,2026-03-30,Perfectly located hotel centrally located and walking distance to Kinshichō station,,,錦糸町駅から徒歩圏内の便利な立地にあるホテルです。,,,Shimla Diaries,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_89cdb1d05256ec563464eccdaae03391
false,Trip.com,10,2026-03-29,挺不錯的酒店👍,,,とても素敵なホテルですね👍,,,ゲ‍ス‍ト,trip_1891432479
false,Booking.com,8,2026-03-29,,部屋がきれいだった,ちょっと高い,,部屋がきれいだった,ちょっと高い,Rie,bookingcom_7530135_fe27c6e21dfd5fe06d7fa42125d1d7d8
false,Booking.com,8,2026-03-29,,"The staff in breakfast buffet were nice.  Since we were vegetarian, we couldn't take sweet potato mixed with meat.  We asked, they roasted few sweet potatoes for us and gave.       The room had all the basic needs, which was very useful.  The location was few hundred meters to the metro, 7/11 and few more marts around.","The room size was small for a family with kid(s), there was no room for keeping luggage also.  Vegetarian food options are very limited but can manage.",,朝食ビュッフェのスタッフは親切でした。私たちはベジタリアンだったので、肉入りのサツマイモは食べられませんでした。お願いしたところ、サツマイモを焼いて出してくれました。部屋には必要なものがすべて揃っていて、とても便利でした。立地も良く、地下鉄の駅やセブンイレブン、その他いくつかのスーパーマーケットまで数百メートルでした。,部屋は子供連れの家族には狭く、荷物を置くスペースもありませんでした。ベジタリアン向けの食事の選択肢は非常に限られていますが、何とか対応できます。,Pani,bookingcom_7530135_4bbe3040c209eaa889984d86bb049768
false,Trip.com,10,2026-03-27,服務很棒！房間內的紅酒、啤酒、餅乾、果汁全都免費，而且每天都補新的！！房間乾淨、整潔、有氛圍！體驗感超好👍👍👍,,,サービスは最高でした！部屋に用意されていたワイン、ビール、クッキー、ジュースはすべて無料で、毎日補充されていました！部屋は清潔で整頓されていて、雰囲気も素晴らしかったです！本当に素晴らしい体験でした！👍👍👍,,,ゲ‍ス‍ト,trip_1888563380
false,Trip.com,4,2026-03-27,有啲污糟，隔音好差,,,少し汚れていて、防音性も低い。,,,i‍l‍o‍v‍e‍f‍r‍i‍e‍d‍r‍i‍c‍e,trip_1889348556
false,Trip.com,10,2026-03-27,Very good and interesting location and the great view of the city,,,立地が非常に良く、街の眺めも素晴らしい。,,,A‍l‍e‍x‍e‍y‍ ‍P‍o‍l‍o‍v‍n‍i‍k‍o‍v,trip_1889419880
false,Booking.com,10,2026-03-27,,,,,,,佳萾,bookingcom_7530135_3f642f6ab2f7f74d34dd5d08e1bdbd46
false,Booking.com,10,2026-03-27,,,,,,,Jade,bookingcom_7530135_101222f5de28a8ada8477a7dd32d01ac
false,Trip.com,10,2026-03-26,每次去日本都喜歡住這一家連鎖飯店，主要的原因就是飯店內床鋪寬度有150公分，不是一般的經濟雙人房那種140公分的床，就算兩個人睡也不會太擠，但缺點就是因為床鋪為正常尺寸，相對房間的空間就會較小。  本次住進錦糸町這家，優點是：1.入口處有迎賓飲料2離JR錦糸町車站不遠，附近很熱鬧，有吃的有逛的，還有24小時的超市 缺點是：訂非吸菸房，但靠近廁所位置有菸味,,,日本に行くときはいつもこのチェーンホテルに泊まるのが好きです。主な理由は、エコノミーダブルルームの一般的な140cm幅のベッドではなく、150cm幅のベッドがあるからです。2人でも窮屈さを感じずに快適に眠れます。ただし、欠点はベッドが標準サイズなので、部屋のスペースが比較的狭いことです。今回は錦糸町支店に泊まりました。利点は、1. 入口でウェルカムドリンクがあったこと、2. JR錦糸町駅から遠くなく、周辺には飲食店やショッピング施設、24時間営業のスーパーマーケットなどがあり賑やかであることでした。欠点は、禁煙室を予約したのに、トイレ付近でタバコの臭いがしたことです。,,,ゲ‍ス‍ト,trip_1887960738
false,Trip.com,10,2026-03-26,"Good location, 5 minutes walk from Kinshicho Station.  No transfer needed from Narita Airport by train. Shopping centers, shops and restaurants are near by. Friendly staff.  Definitely will stay again.",,,錦糸町駅から徒歩5分という好立地。成田空港から電車で乗り換える必要もありません。ショッピングセンター、お店、レストランも近くにあります。スタッフも親切でした。間違いなくまた利用します。,,,ゲ‍ス‍ト,trip_1887969812
false,Trip.com,10,2026-03-26,"Had a fantastic stay! The hotel is very nice, clean, and comfortable. The absolute best part is the location—it's right in the heart of everything and made exploring so easy. Highly recommend if you want to be close to the action!",,,素晴らしい滞在でした！ホテルはとても素敵で、清潔で快適でした。何より最高だったのは立地です。街の中心部に位置しているので、観光がとても楽でした。賑やかな場所に近いホテルをお探しの方には、ぜひおすすめします！,,,匿‍名‍ユ‍ー‍ザ‍ー,trip_1888411152
false,Booking.com,10,2026-03-26,,,,,,,Liyu,bookingcom_7530135_fe4adb98c9826b2b30fe8b61f7235f1a
false,Trip.com,9,2026-03-26,出張の際はこちらに毎回泊まります。 こないだも今回も、時期的にすごく高かったのですが アップグレードして頂き快適な宿泊となりました。,,,出張の際はこちらに毎回泊まります。 こないだも今回も、時期的にすごく高かったのですが アップグレードして頂き快適な宿泊となりました。,,,み‍ゆ‍か,trip_1888499192
false,Google,5,2026-03-25,宿泊施設はとても清潔で快適でした。バスルームのアメニティは、階下のフロントデスクでセルフサービスで利用できました。部屋には荷物を置くのに十分なスペースがありました。電車とバスの駅にも非常に近く（徒歩5～7分）、毎日清掃が行われ、部屋にタバコの臭いもありませんでした。非常におすすめです！コストパフォーマンスも抜群です。,,,宿泊施設はとても清潔で快適でした。バスルームのアメニティは、階下のフロントデスクでセルフサービスで利用できました。部屋には荷物を置くのに十分なスペースがありました。電車とバスの駅にも非常に近く（徒歩5～7分）、毎日清掃が行われ、部屋にタバコの臭いもありませんでした。非常におすすめです！コストパフォーマンスも抜群です。,,,Muay Arandyarak,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_b57e1c44ab8d6861de1acbaf3452d157
false,Trip.com,10,2026-03-25,真的是非常棒的飯店❤️ 我們住了5天 地理位置絕佳 走路就可以到錦系町車站 且有JR線、半藏門線 換乘交通非常方便 附近也有很多吃的餐廳、便利商店和24h超市 生活飲食非常便利  再來是房間內的環境 非常乾淨舒服溫馨 以東京住宿來說 房內的空間算蠻大的，而且還有浴缸 床頭還有窗戶，可以看外面的風景 電視還可以連接手機 沐浴用品也用的非常好 龍頭設備水壓非常的強，洗澡非常非常的舒服 水又大又熱的（瞬熱） 而且還可以一邊淋浴一邊放泡澡的水，兩者同時進行 超完美😍 還有提供除臭除菌的衣物噴霧和除濕機 超級貼心🫶🏻（愛死）  櫃檯人員也都很親切友善 退房很酷噢～ 可以用機器按ㄧ按退房👍  整體下來體驗真的非常舒服💕 已經決定下次再去東京旅遊都要住這了☺️ 大推薦給去東京旅遊找住宿的妳/你們哦^_^,,,ここは本当に素晴らしいホテルです！❤️ 5日間滞在しました。立地は最高で、錦糸町駅から徒歩圏内、JR線と半蔵門線にもアクセスでき、交通の便が非常に良いです。周辺にはレストラン、コンビニ、24時間営業のスーパーマーケットもたくさんあり、日常生活や食事にとても便利です。部屋自体もとても清潔で快適で居心地が良かったです。東京の宿泊施設としてはかなり広い部屋で、バスタブまでありました。ベッドの横には景色が見える窓があり、テレビは携帯電話に接続できました。アメニティも素晴らしく、蛇口の水圧が非常に強く、シャワーがとても快適でした。お湯はすぐに出て、量もたっぷりでした（瞬時に加熱！）。シャワーとバスタブを同時に使うこともできました。完璧です！😍 消臭・除菌の洗濯用スプレーと除湿機も用意されていて、とても気が利いていました！🫶🏻（とても気に入りました！）フロントのスタッフもとてもフレンドリーで親切でした。チェックアウトは簡単でした！機械でボタンを押すだけでチェックアウトできたんです！👍 全体的に、本当に素晴らしい体験でした！💕 次回東京に来るときも、またここに泊まることに決めました！☺️ 東京旅行で宿泊先を探している方には、ぜひおすすめします！^_^,,,A‍m‍y‍ ‍ ‍Ł‍î‍a‍o,trip_1886846574
false,Trip.com,7,2026-03-25,気持ちよく利用できました,,,気持ちよく利用できました,,,ゲ‍ス‍ト,trip_1886918658
false,Booking.com,10,2026-03-25,,"La proximité avec la gare, Le petit déjeuner, L'accueil et la gentillesse du personnel",,,駅に近いこと、朝食、スタッフの温かい歓迎と親切さ,,Thomas,bookingcom_7530135_7f6912404593fb5ab41200bf2faaf723
false,Google,5,2026-03-25,ที่พักสะอาดมาก สะดวกสบาย มี Bathroom amentiries ให้หยิบได้เองที่หน้า Front ด้านล่าง ห้องมีพื้นที่ให้วางกระเป๋าเดินทางได้พอสมควร ใกล้สถานนีรถไฟกับรถบัสมาก เดิน5-7นาที มีแม่บ้านทำความสะอาดทุกวัน ไม่มีกลิ่นบุหรี่ในห้องด้วย แนะนำเลยค่ะ ดีงามมาก ราคาไม่แรงด้วย,,,宿泊施設はとても清潔で快適でした。バスルームのアメニティは、階下のフロントデスクでセルフサービスで利用できました。部屋には荷物を置くのに十分なスペースがありました。電車とバスの駅にも非常に近く（徒歩5～7分）、毎日清掃が行われ、部屋にタバコの臭いもありませんでした。非常におすすめです！コストパフォーマンスも抜群です。,,,Muay Arandyarak,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_d68766a67b5c3684ae12cb8917097d1c
false,Booking.com,10,2026-03-24,,"Номер комфортный , чистый . Большая ванная . Есть достаточно места для двух больших чемоданов. Большой выбор блюд  на завтраках",,,部屋は快適で清潔です。バスルームも広く、大型スーツケース2個を置くのに十分なスペースがあります。朝食の種類も豊富です。,,Aleksandr,bookingcom_7530135_92cdf1e4dff6540101c314467abb4afa
false,Booking.com,10,2026-03-24,,,,,,,江口,bookingcom_7530135_9dc36480da9765006346ffa1009e7e98
false,Trip.com,10,2026-03-23,酒店員工服務態度良好，房間乾淨企理。整體不錯。,,,ホテルのスタッフは親切で協力的で、部屋も清潔で整頓されていました。全体的に良いホテルです。,,,ゲ‍ス‍ト,trip_1884695440
false,Booking.com,9,2026-03-23,,部屋が広い、風呂が洗い場が別で、使い良い,無し,,部屋が広い、風呂が洗い場が別で、使い良い,無し,Seiichi,bookingcom_7530135_09a74c8ae6b16da71ea31232930462d7
false,Booking.com,8,2026-03-23,,お風呂場が広くて快適だった。,特になし,,お風呂場が広くて快適だった。,特になし,H,bookingcom_7530135_ba976dfd36be9807eeb10397c177eb52
false,Booking.com,9,2026-03-23,,,,,,,Kc,bookingcom_7530135_f926adee7127f0ab9342d90b6a22525c
false,Trip.com,8,2026-03-22,"This area is less crowded, with a couple of malls nearby like Parco and Termina, so food and basic amenities are easily accessible. I really like that the room and bathroom are more spacious than usual. I could fully open my two large suitcases and still have space to move around. There’s also a humidifier in the room, which helps a lot with the dry air. We book a 2 single bed room and it fits perfectly for us and 1 kid. The 2 bed were combined with much space for all.",,,このエリアは比較的混雑しておらず、近くにはパルコやテルミナなどのショッピングモールがいくつかあるので、食事や基本的なアメニティは簡単に手に入ります。部屋とバスルームが通常よりも広々としているのがとても気に入りました。大きなスーツケースを2つ完全に開いても、まだ動き回るスペースがありました。部屋には加湿器もあり、乾燥した空気を和らげるのにとても役立ちました。シングルベッド2台の部屋を予約しましたが、私たちと子供1人にはちょうど良い広さでした。2つのベッドはくっついていて、全員がゆったりと過ごせる十分なスペースがありました。,,,O‍w‍s‍ ‍O‍w‍l‍s,trip_1884052660
false,Booking.com,10,2026-03-22,,"The staff here was amazing. Very accommodating and helpful. As foreigners, it was very scary to come and try to communicate but they were very friendly amd answered every question. I highly recommend this place.",,,ここのスタッフは素晴らしかったです。とても親切で親身になって対応してくれました。外国人として、ここに来てコミュニケーションを取るのはとても不安でしたが、スタッフはとてもフレンドリーで、どんな質問にも答えてくれました。この場所を強くお勧めします。,,Celia,bookingcom_7530135_ee42970f617ee2dd5fac1092930a419d
false,Google,5,2026-03-22,駅やショッピングエリアからはまだ少し距離があります。,,,駅やショッピングエリアからはまだ少し距離があります。,,,Aj KouNaMi,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_5a438c3d2784255c092ed3b7d6ae0ec1
false,Trip.com,9,2026-03-22,位置方便，酒店距離車站8-10分鐘路程，附近有商場，以及GU、Uniqlo、無印，可以在附近購物，而且不需要走很遠路就可以回酒店，亦有24小時超市,,,ホテルは駅から徒歩8～10分と便利な場所に位置しています。GU、ユニクロ、無印良品などのショッピングモールが近くにあり、ホテルまで遠くまで歩かなくても気軽に買い物を楽しめます。24時間営業のスーパーマーケットも利用可能です。,,,A‍n‍n‍(‍*‍¯‍︶‍¯‍*‍),trip_1884222972
false,Google,5,2026-03-22,距離車站還有逛街地點還是有點距離,,,駅やショッピングエリアからはまだ少し距離があります。,,,Aj KouNaMi,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_a257767c95930d5d34bf30ad296befd3
false,Trip.com,9,2026-03-21,酒店地理位置優越，附近很多美食，例如鳥貴族。便利店和商場也在5分鐘步行範圍內。5-7分鐘可行到JR站,,,このホテルは絶好のロケーションを誇り、近隣にはバードネストをはじめとする数多くのレストランがあります。コンビニエンスストアやショッピングモールも徒歩5分圏内です。JR駅までは徒歩5～7分です。,,,ゲ‍ス‍ト,trip_1882396934
false,Trip.com,10,2026-03-21,附近有小鋼珠店跟燒肉店，百貨公司，超方便的！只是晚一點路上吃完燒肉喝醉的人比較多，但整體來說非常好！,,,近くにはパチンコ店や焼肉店、デパートなどがあり、とても便利です！ただ、夕方になると路上で焼肉を食べている酔っ払いが結構多いのが難点ですが、全体的には素晴らしい場所です！,,,ゲ‍ス‍ト,trip_1883114830
false,Trip.com,10,2026-03-20,房間大 乾淨 有乾濕分離,,,部屋は広くて清潔で、濡れた場所と乾いた場所が分かれている。,,,ゲ‍ス‍ト,trip_1881580048
false,Trip.com,10,2026-03-20,Perfect location and room size for a family of 4. Highly recommended,,,4人家族に最適な立地と部屋の広さ。非常におすすめです。,,,R‍i‍c‍k‍y‍ ‍S‍u‍t‍a‍n‍t‍o,trip_1881888288
false,Google,4,2026-03-20,,,,,,,印藤泉,google_ChIJvbMajdiIGGARKnb-Ihq5VAI_8e235c7066d87526403f74323ba412cb
false,Trip.com,10,2026-03-20,在東京市區可以有那麼大的房間，實在是不容易。 裝潢很新，交通算是很方便，離地鐵站要走一小段可以接受的距離。,,,東京の都心でこれほど広い部屋を見つけるのは本当に珍しいです。内装は新しく、交通の便も良く、地下鉄駅から歩いてすぐですが、それほど遠くはありません。,,,吳‍思‍宏,trip_1882207282
false,Booking.com,10,2026-03-19,,入り口の紅茶が良かった,,,入り口の紅茶が良かった,,Yuko,bookingcom_7530135_0301d2d1fab244c6a918f1b281aa92ac
false,Trip.com,10,2026-03-19,離地鐵站非常近，樓下化粧品自助，面膜自助非常棒，周邊吃，買都很方便,,,地下鉄の駅からとても近く、階下には便利なセルフサービスの化粧品とフェイスマスクのコーナーがあります。食事や買い物にも便利な場所が近くにあります。,,,ゲ‍ス‍ト,trip_1880549719
