チェック,サイト名,評価,投稿日,コメント(全体),コメント(良い点),コメント(改善点),コメント（翻訳:全体),コメント（翻訳:良い),コメント（翻訳:改善点),投稿者,レビューID
false,Trip.com,10,2026-01-04,房間雖小，但很乾凈，晚上睡眠質量很好，外面下雪，房間裏很暖和，羽田機場下飛機到這裏就一輛車10分鐘，吃東西很多，下次還會選擇住這裏,,,部屋は狭かったけれどとても清潔で、その夜はぐっすり眠れました。外は雪が降っていましたが、部屋は暖かかったです。羽田空港から車でわずか10分で、食事をする場所もたくさんあります。次回もぜひここに泊まりたいと思います。,,,Aimeimei😘ruixima,trip_1803383023
false,Trip.com,8,2026-01-04,部屋は清潔感があり良かったですが、チェックイン時のホテルマンの方の対応がイマイチ（他のゲストの方が待っておられたのもあると思いますが、質問しても急かすような対応）でした。  立地は川崎駅前なので便利です。,,,部屋は清潔感があり良かったですが、チェックイン時のホテルマンの方の対応がイマイチ（他のゲストの方が待っておられたのもあると思いますが、質問しても急かすような対応）でした。  立地は川崎駅前なので便利です。,,,匿‍名‍ユ‍ー‍ザ‍ー,trip_1804633952
false,じゃらん,5,2026-01-04,朝食バイキング料理では、メニューが豊富でどれもきちんと調理され大変美味しかったです。シェフの調理による目玉焼きやオムレツ提供のサービスまであり、さすが日航ホテルだと感じ入りました。  一流ホテルをビジネスホテル並の料理で利用ができ、大変満足でした。,,,朝食バイキング料理では、メニューが豊富でどれもきちんと調理され大変美味しかったです。シェフの調理による目玉焼きやオムレツ提供のサービスまであり、さすが日航ホテルだと感じ入りました。  一流ホテルをビジネスホテル並の料理で利用ができ、大変満足でした。,,,Lin1566さん,jalan_322153_e0de9a1391d348db4878ff467b8ac17b
false,Booking.com,8,2026-01-03,,,,,,,Pei,bookingcom_260186_0155ad4931facbdead269f748fe52e81
false,Booking.com,10,2026-01-03,,"The double bed, room temperature controls plus Dyson fan/heater.   Coffee machine.","The bath/shower unit was a bit cramped, with the handwashing basin crowding into the shower compartment, making it hard to close the shower curtain  sufficiently.",,ダブルベッド、室温調節機能、ダイソン製ファンヒーター、コーヒーメーカー完備。,浴槽とシャワーが一体になったユニットは少し狭く、手洗い用の洗面器がシャワー室に押し込まれていたため、シャワーカーテンをきちんと閉めるのが難しかった。,Susan,bookingcom_260186_a951f90ec08033c1912b14ac76c388e0
false,Booking.com,9,2026-01-03,,,,,,,Kazuhiro,bookingcom_260186_773531dacecd857d4102f52c50c53bcb
false,Booking.com,10,2026-01-03,,,,,,,Ugur,bookingcom_260186_4c0e7ecc9aa053810fb148cc9f255072
false,Trip.com,10,2026-01-02,房間整潔，卫生標準超標。房型設計人性化考慮周全，提供寬敞私密空間。 前台工作人員態度友善，積極配合房間升級與再預定。 酒店位置優越，方便岀行。,,,部屋は清潔で、衛生基準をはるかに上回っていました。部屋のレイアウトは考え抜かれて設計されており、広々としたプライベートな空間を提供していました。フロントのスタッフは親切で対応が良く、部屋のアップグレードや予約変更にも快く応じてくれました。ホテルの立地も素晴らしく、移動に便利です。,,,1‍3‍8‍1‍7‍8‍3‍*‍*‍*‍*,trip_1800997059
false,Booking.com,5,2026-01-02,,,每天只提供一瓶水,,,1日に提供される水はボトル1本のみです。,Shueh,bookingcom_260186_c005fa02569ea6e7a591681fd185f1fb
false,Booking.com,9,2026-01-02,,受付もスムーズでチェックイン少し前だったけど、清掃が、終わっているのでと、早めにチェックイン出来た,就寝時の灯りが難しかった,,受付もスムーズでチェックイン少し前だったけど、清掃が、終わっているのでと、早めにチェックイン出来た,就寝時の灯りが難しかった,Akiko,bookingcom_260186_6c2bc767c7595c0391e685c1a4b3c83f
false,Booking.com,10,2026-01-02,,Good,None,,良い,なし,Ekkarit,bookingcom_260186_8c190d173c412b8c5a1e143ed5ba4944
false,Google,4,2026-01-02,,,,,,,恒川裕志,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_75a83dc50d8b23666be17cab5580805f
false,Booking.com,7,2026-01-01,,,,,,,Ma,bookingcom_260186_fba8682dce70ca249da5766407fad1f7
false,Booking.com,8,2026-01-01,,,,,,,Zi-sheng,bookingcom_260186_7cdc69a95c44962a30fba0b4531a9565
false,Booking.com,10,2026-01-01,,,,,,,Kei,bookingcom_260186_edd9780286520fc35ffa07494ae5b1dd
false,Trip.com,10,2026-01-01,酒店地點十分方便，而且旁邊就是yodabashi很適合晚上買點藥妝甚麼的。 酒店房間很大，很舒適，而且電視能看youtube。浴缸也很好。,,,ホテルの立地はとても便利で、ヨダバシ商店のすぐ隣にあるので、夜に化粧品などを買うのに最適です。客室は広くて快適で、テレビではYouTubeが見られます。バスタブもとても気持ち良いです。,,,ゲ‍ス‍ト,trip_1799789164
false,Trip.com,10,2026-01-01,酒店地理位置沒得説，川崎站出來就是，入住辦理也很快，早餐也很好，還有免費的咖啡冰塊隨意取用，裏面還配備了戴森,,,ホテルの立地は抜群で、川崎駅のすぐ隣です。チェックインはスムーズで、朝食も素晴らしく、無料のコーヒーと氷も用意されていました。ダイソンのスピーカーまで備え付けられていました。,,,M‍9‍4‍1‍8‍*‍*‍*‍*,trip_1800410521
false,Booking.com,10,2026-01-01,,,,,,,Kaoru,bookingcom_260186_f16273131a87124e43a931813db6f696
false,Booking.com,10,2026-02-28,,,,,,,Maki,bookingcom_260186_0eefefacd44d600c188a4f4053d37805
false,Booking.com,9,2026-02-28,,,,,,,Chien,bookingcom_260186_10269ef79e2e568d14de46a91aa1409c
false,Booking.com,9,2026-02-28,,離JR站很近，走路過空橋即可抵達,房間內是中央空調無法調整溫度 但有提供空氣清淨機,,JR駅からとても近く、スカイブリッジを渡って歩いて行くことができます。,部屋には温度調節のできないセントラル空調が設置されていますが、空気清浄機が備え付けられています。,Wen,bookingcom_260186_cddedf0c30b6798899d30053779768fc
false,Google,4,2026-02-28,,,,,,,Stephen Lai,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_d423cd6f8a0460af41822f4a16297971
false,Trip.com,10,2026-02-27,羽田機場很近,,,羽田空港はとても近い,,,ゲ‍ス‍ト,trip_1859975089
false,Trip.com,10,2026-02-26,お部屋の広さもよく、綺麗で良かったです。また駅に近いのも良かったです。,,,お部屋の広さもよく、綺麗で良かったです。また駅に近いのも良かったです。,,,ゲ‍ス‍ト,trip_1858742506
false,Booking.com,8,2026-02-26,,,,,,,Keitaro,bookingcom_260186_11179fff597213a31f919c70f222ddf7
false,Booking.com,10,2026-02-26,,,,,,,宮田,bookingcom_260186_bae501f7b308452290ae9615bb833556
false,Booking.com,9,2026-02-26,,,,,,,Yoshifumi,bookingcom_260186_cc1f5eafd0df740207c28334f9639bb9
false,Booking.com,10,2026-02-25,,"Best location as it is near two stations, Kawasaki and Keikyu Kawasaki. Good food in the hotel restaurant both for breakfast and dinner buffet. Well equipped amenities provided. Clean room and efficient housekeeping. The surrounding area has everything you need: 3 malls (Lazona, Atre, and Azalea Underground), a supermarket and foodcourt (Life), a Yodobashi Camera that also has a pharmacy inside of it, two Lawsons and a 7/11. What more do I need when everything is just outside?",The room we stayed in lacks adequate lighting options. It was either too bright (with the window blinds open) or too dim (with the provided lights and lamp). I also wish they provided a microwave on the same floor where there is already a provided vending machine and ice dispenser.,,川崎駅と京急川崎駅の2駅に近い最高のロケーション。ホテル内のレストランでは、朝食と夕食のビュッフェともに美味しい料理が楽しめます。アメニティも充実しています。客室は清潔で、ハウスキーピングも効率的です。周辺には必要なものがすべて揃っています。ショッピングモールが3つ（ラゾーナ、アトレ、アザレア地下）、スーパーマーケットとフードコート（ライフ）、薬局も併設されているヨドバシカメラ、ローソンが2店舗、セブンイレブンがあります。すべてがすぐそばにあるので、他に何が必要でしょうか？,私たちが泊まった部屋は、照明設備が不十分でした。ブラインドを開けると明るすぎ、備え付けの照明とランプだと暗すぎました。また、自動販売機と製氷機がある同じフロアに電子レンジも設置して欲しかったです。,Sean,bookingcom_260186_9de23a1a7a36102aa5552635c2479eb6
false,Booking.com,9,2026-02-25,,,,,,,Sakaguchi,bookingcom_260186_87e50194a4943fc8ba37fc4593ca43ec
false,Trip.com,10,2026-02-25,一如既往給好評，酒店位置好，房間偏小，前台服務熱情，周邊配套吃飯方便,,,いつものように、良い評価をつけます。ホテルの立地は良く、部屋は少し狭いですが、フロントのスタッフはとても親切で、近くにはたくさんのレストランがあります。,,,ゲ‍ス‍ト,trip_1857604515
false,Trip.com,10,2026-02-25,チェックアウトが12時と、とてもゆっくり出来ました。,,,チェックアウトが12時と、とてもゆっくり出来ました。,,,ゲ‍ス‍ト,trip_1857710080
false,Booking.com,10,2026-02-24,,,,,,,Lok,bookingcom_260186_40e26eac9d1a5ef8888a82b859a87d95
false,Booking.com,8,2026-02-24,,,,,,,Wai,bookingcom_260186_2c2db52c8d43ae85c9edefab07b2524e
false,Booking.com,10,2026-02-24,,"The location is right next to the market n train station, very convenient.   The taxi stand is right outside.   The frt desk is accommodating with helping me get my luggage to the airport.   Thank u!",Nothing.,,市場と駅のすぐ隣という、とても便利な場所にあります。タクシー乗り場もすぐ外にあります。フロントデスクのスタッフは親切で、空港まで荷物を運ぶのを手伝ってくれました。ありがとうございました！,何もない。,Linda,bookingcom_260186_de90f8d038590984188edfd7968a00d7
false,Google,4,2026-02-24,,,,,,,Lee Givens,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_805fad5089422e661b0cdf103d513629
false,Trip.com,10,2026-02-24,川崎日航已經是再次入住了，服務還是很好，下次還會選擇入住,,,川崎日航ホテルに宿泊するのは今回で2回目ですが、サービスは素晴らしかったです。次回もぜひここに泊まりたいと思います。,,,ゲ‍ス‍ト,trip_1855975113
false,Booking.com,9,2026-02-24,,,,,,,Pochun,bookingcom_260186_4ba182c1afe469ccfd2839bfbdde054f
false,Booking.com,10,2026-02-24,,Location to restaurants and shopping,,,レストランやショッピング街へのアクセスが良い,,Alan,bookingcom_260186_2330a66049e233aafa8c9be1f111a70a
false,Trip.com,10,2026-02-24,作為一家四星級酒店是合格的，房間每天都打掃，在過道上遇到員工也會禮貌打招呼，酒店位置也很醒目方便，蠻好的。,,,4つ星ホテルとしては満足できるレベルです。部屋は毎日清掃され、廊下でスタッフとすれ違うと丁寧に挨拶してくれます。ホテルの立地も非常に良く、便利です。とても良いホテルです。,,,ゲ‍ス‍ト,trip_1856066359
false,Booking.com,10,2026-02-23,,第二次入住了，继续推荐。 地理位置绝佳，距离JR站步行1分钟，京急站（去羽田机场）步行5分钟左右。附近吃饭和购物地点繁多。,电梯的外部上下按键有时有静电…… 第一次入住时前台还可自取护理套装，第二次入住时需要主动询问才有，猜测可能有人浪费这个套装吧，不过还是应该在入住时询问客人是否需要。,,今回で2回目の滞在ですが、やはりおすすめします。立地は最高で、JR駅から徒歩約1分、京急駅（羽田空港行き）から徒歩約5分です。周辺にはレストランやショッピングスポットもたくさんあります。,エレベーターの上下ボタンには、静電気が発生していることがあります。フロントデスクでは初回チェックイン時にケアキットを提供していますが、2回目以降のチェックインでは、こちらからお願いする必要があります。キットを無駄にしている人もいるかもしれませんが、チェックイン時に必要かどうかゲストに確認するべきでしょう。,Yiyan,bookingcom_260186_ff5c295bb55441701b2d3470fee8d161
false,Booking.com,9,2026-02-23,,,,,,,Takashi,bookingcom_260186_cf2b75b53c3fa99c1529943d5a6f05ea
false,Booking.com,7,2026-02-23,,,,,,,Yuichi,bookingcom_260186_64b49cd944adc531f388a823c0ab7cbc
false,Booking.com,6,2026-02-23,,"La posizione, il personale molto gentile, grandezza della stanza","Tutto sembra molto datato ormai, ma le cose peggiori sono state: - impossibile modificare temperatura della stanza, e dentro faceva un caldo infernale (a febbraio). C’è un piccolo condizionatore ma non fa quasi nulla - dal bagno c’è un costante rumore ripetuto che purtroppo si sente dal letto, essendo attiguo - il letto col materasso a molle è scomodissimo, specialmente dopo settimane di bei materassi duri giapponesi, e le lenzuola in acrilico rendono ancora più calda l’esperienza del pernottamento - la pulizia della stanza lascia a desiderare",,立地、とてもフレンドリーなスタッフ、部屋の広さ,すべてが今となっては時代遅れに感じられますが、最悪だったのは以下の点です。- 室温の調節が不可能で、室内は（2月なのに）焼けつくように暑かった。小型のエアコンはありますが、ほとんど役に立ちません。- バスルームから絶えず繰り返される音が聞こえ、隣室なのでベッドからも聞こえてしまうのが残念です。- ボックススプリングベッドは非常に寝心地が悪く、特に数週間快適でしっかりとした日本のマットレスで寝た後ではなおさらです。アクリル製のシーツのせいで、夜はさらに暑く感じます。- 部屋の清潔さには改善の余地があります。,Michele,bookingcom_260186_87a18ba94c39848619fdaab08ba7c9f2
false,Google,5,2026-02-23,川崎駅に隣接した便利な立地が最大の魅力です。,,,川崎駅に隣接した便利な立地が最大の魅力です。,,,Weilin Zeng,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_573609768c558d065984e7c8fb3bdcf3
false,Google,5,2026-02-23,川崎站旁，交通地點便利是最大優點。,,,最大の利点は、川崎駅に隣接しているという便利な立地です。,,,Weilin Zeng,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_28fc25a0c39b36c2956edae5c8fbba3d
false,Booking.com,8,2026-02-22,,水やコーヒーマシーンがあり、紅茶やお茶もあった,化粧水などあればもっとよい,,水やコーヒーマシーンがあり、紅茶やお茶もあった,化粧水などあればもっとよい,Rie,bookingcom_260186_770651d943a1796bbd48bd5761a55a03
false,Booking.com,9,2026-02-22,,Good location,,,立地が良い,,Michael,bookingcom_260186_880b838f62a7355b43bfd340104b7645
false,Google,3,2026-02-22,このホテルには多くの問題があります。 良い点は、立地、スタッフ、部屋の広さです。 悪い点： - 部屋がうるさい（残念ながらベッドの隣にあるバスルームから常に音が聞こえてきます）。防音対策も全くされていません。 - 2月なのにひどく暑く、エアコンを使う以外に室温を調節する方法がありませんでした。エアコンは全く効きませんでした。もちろん、窓を開けることもできません。 - コインランドリーがないので、歩いて行かなければなりません。 - アクリルシーツが敷かれたボックススプリングベッドは非常に寝心地が悪かったです。 - 部屋の清潔さに疑問を感じます。 写真や説明では良いホテルに見えたので残念でした。しかし、価格は妥当です。,,,このホテルには多くの問題があります。 良い点は、立地、スタッフ、部屋の広さです。 悪い点： - 部屋がうるさい（残念ながらベッドの隣にあるバスルームから常に音が聞こえてきます）。防音対策も全くされていません。 - 2月なのにひどく暑く、エアコンを使う以外に室温を調節する方法がありませんでした。エアコンは全く効きませんでした。もちろん、窓を開けることもできません。 - コインランドリーがないので、歩いて行かなければなりません。 - アクリルシーツが敷かれたボックススプリングベッドは非常に寝心地が悪かったです。 - 部屋の清潔さに疑問を感じます。 写真や説明では良いホテルに見えたので残念でした。しかし、価格は妥当です。,,,Michele Da Ros,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_5e968c30a0499eaddc2a640a73f205c8
false,Booking.com,6,2026-02-22,,,,,,,Yurika,bookingcom_260186_0dbf07156e92c1ab24877ddace44b69e
false,Google,3,2026-02-22,"Questo hotel ha molti problemi. Come pregi, la posizione, il personale e la grandezza della stanza. I difetti: - stanza rumorosa (costante rumore proveniente dal bagno, a cui il letto purtroppo è attaccato) e completamente non insonorizzata - caldo allucinante a Febbraio, con impossibilità di regolare la temperatura in stanza se non usando un condizionatorino che però non faceva niente. Ovviamente impossibile aprire le finestre - manca la Coin laundry, quindi bisogna farsela a piedi - letto a molle scomodissimo e con lenzuola di acrilico - pulizia stanza discutibile Mi spiace perché dalle foto e descrizione sembrava un buon hotel quindi ci sono rimasto male. Il prezzo tuttavia è buono",,,このホテルには多くの問題があります。良い点は、立地、スタッフ、部屋の広さです。悪い点は次のとおりです。 - 部屋がうるさい（ベッドのすぐ隣にあるバスルームから絶えず騒音が聞こえる）し、防音対策が全くされていない - 2月なのに信じられないほど暑く、エアコンを使う以外に部屋の温度を調節する方法がなく、エアコンも全く効果がなかった。当然、窓を開けることはできない - コインランドリーがないので、歩いて行かなければならない - アクリルシートの付いた非常に寝心地の悪いボックススプリングベッド - 部屋の清潔さに疑問がある。写真と説明から良いホテルに見えたので、がっかりしました。ただし、価格は良いです。,,,Michele Da Ros,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_162ec1a56c8955b6098348a1a751d4c9
false,Google,4,2026-02-22,,,,,,,カキヌマヒロユキ,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_e977498b80d74f01369bf6e497509210
false,Google,3,2026-02-22,このホテルには多くの問題点があります。 良い点としては、立地、スタッフ、部屋の広さなどが挙げられます。 悪い点： - 部屋がうるさい（残念ながらベッドの隣にあるバスルームから常に音が聞こえてきます）。防音対策も全くされていません。 - 2月なのに猛暑で、エアコンを使う以外に室温を調節する方法がありませんでした。エアコンも全く効きませんでした。当然、窓を開けることもできません。 - コインランドリーがないので、歩いて行かなければなりません。 - アクリル板のボックススプリングベッドは非常に寝心地が悪かったです。 - 部屋の清潔さに疑問を感じます。 写真や説明では良いホテルに見えたので残念でしたが、残念でした。しかし、価格は妥当です。,,,このホテルには多くの問題点があります。 良い点としては、立地、スタッフ、部屋の広さなどが挙げられます。 悪い点： - 部屋がうるさい（残念ながらベッドの隣にあるバスルームから常に音が聞こえてきます）。防音対策も全くされていません。 - 2月なのに猛暑で、エアコンを使う以外に室温を調節する方法がありませんでした。エアコンも全く効きませんでした。当然、窓を開けることもできません。 - コインランドリーがないので、歩いて行かなければなりません。 - アクリル板のボックススプリングベッドは非常に寝心地が悪かったです。 - 部屋の清潔さに疑問を感じます。 写真や説明では良いホテルに見えたので残念でしたが、残念でした。しかし、価格は妥当です。,,,Michele Da Ros,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_8bd7e45a0e8d4de44c2f9799a84ef472
false,Booking.com,9,2026-02-21,,,,,,,Shuk,bookingcom_260186_685821c85b6e6b53e3d19963098badf3
false,Booking.com,9,2026-02-21,,,,,,,Hiroko,bookingcom_260186_a230c5606cd1ad5bbdfd841ff842a54e
false,Booking.com,9,2026-02-20,,Locatie,Niets,,位置,何もない,Gregory,bookingcom_260186_73883a29c4e4cc488750b4d9a51ca6c1
false,楽天トラベル,3,2026-02-20,プランにはバーでドリンク一杯サービスが受けられるとの記載がありましたが、受付では一切説明がなくカードキー渡されただけでした。建物自体が古いため防音は気になりましたが、駅横のロケーションや清潔感のある部屋であること、川崎は意外とホテルが少なくて異様に値段が上がってしまう中では良心的な価格なので、またお世話になると思います。,,,プランにはバーでドリンク一杯サービスが受けられるとの記載がありましたが、受付では一切説明がなくカードキー渡されただけでした。建物自体が古いため防音は気になりましたが、駅横のロケーションや清潔感のある部屋であること、川崎は意外とホテルが少なくて異様に値段が上がってしまう中では良心的な価格なので、またお世話になると思います。,,,T2026,rakuten_2056_d7dbe5b9c0e2ecef06c4b546b3c62f33
false,Booking.com,9,2026-02-19,,設備がとても綺麗だった。対応もとても良かったです。,特に見当たらないですね。,,設備がとても綺麗だった。対応もとても良かったです。,特に見当たらないですね。,Shin,bookingcom_260186_cff62e1282ea975a407b9f2654e02645
false,Booking.com,8,2026-02-19,,荷物送るのにスタッフさんの対応が良かったです,別に有りません,,荷物送るのにスタッフさんの対応が良かったです,別に有りません,Shirakawa,bookingcom_260186_8fdc8fa5124638e45617085a4ad08651
false,Booking.com,7,2026-02-18,,,,,,,Ｆｕｍｉｏ,bookingcom_260186_99c524595df8aaf9b6c64be322d3b552
false,Booking.com,8,2026-02-18,,清潔でよかった,特になし,,清潔でよかった,特になし,Michihiro,bookingcom_260186_017a774eb99395376a688bd40727f093
false,Booking.com,10,2026-02-18,,,,,,,Naoko,bookingcom_260186_8d67ef6cc7920577d724747ce8fd04d6
false,Trip.com,10,2026-02-17,フロントスタッフの対応、朝食の質は非常に素晴らしかったです。部屋に関してはシングルルームで予約したため、若干狭く感じました。,,,フロントスタッフの対応、朝食の質は非常に素晴らしかったです。部屋に関してはシングルルームで予約したため、若干狭く感じました。,,,匿‍名‍ユ‍ー‍ザ‍ー,trip_1847496880
false,Google,3,2026-02-17,,,,,,,沢井はな,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_75e6f2987f4b3c5c95bb28ff3068619a
false,Booking.com,7,2026-02-17,,第一は地の利が良いことです。あちこち行くのに便利ですし、何をいっても羽田空港から便利です。今回もチェックインが夜中で遅く、チェックアウトは朝5時と早いので、最近は東京はホテル代非常に高く、ここのコスパの良さは非常に助かります。,やはり、結構古くなって設備がかなりくたびれて来てます。それと、安い部屋はかなり狭過ぎて、ほんと寝るだけになります。,,第一は地の利が良いことです。あちこち行くのに便利ですし、何をいっても羽田空港から便利です。今回もチェックインが夜中で遅く、チェックアウトは朝5時と早いので、最近は東京はホテル代非常に高く、ここのコスパの良さは非常に助かります。,やはり、結構古くなって設備がかなりくたびれて来てます。それと、安い部屋はかなり狭過ぎて、ほんと寝るだけになります。,Saburo,bookingcom_260186_6b261330575b929b8079c044e63b558c
false,Booking.com,8,2026-02-17,,Bien ubicado,La habitación era pequeña,,立地が良い,部屋は狭かった,Marcelo,bookingcom_260186_94ffbbb81c9a5d0399c49cdab6286f0e
false,Booking.com,9,2026-02-17,,駅近で周囲に何でもある。,なんか、久々に周りの部屋がうるさく感じた。,,駅近で周囲に何でもある。,なんか、久々に周りの部屋がうるさく感じた。,Hidenori,bookingcom_260186_d4e0b2319cdaf9b856d32781c81af43c
false,Booking.com,9,2026-02-17,,,,,,,Chifei,bookingcom_260186_39314a50106ca387ab338ad967936250
false,楽天トラベル,5,2026-02-16,全てのサービス、大満足‼️ ,,,全てのサービス、大満足‼️ ,,,そのぴ2657,rakuten_2056_879bfd059c25fc6bbb34a50e18a66e96
false,Booking.com,8,2026-02-16,,駅に近く、部屋も綺麗。,エレベーターの待ち時間が長い,,駅に近く、部屋も綺麗。,エレベーターの待ち時間が長い,Yuko,bookingcom_260186_2e70c83ea02e7e57fd69b2badf521a52
false,Booking.com,10,2026-02-16,,Quality of the breakfast is beyond my expectation.,,,朝食の質は私の期待をはるかに超えていました。,,Miu,bookingcom_260186_9f517a46c02721d34d99f29b33d214cb
false,Trip.com,9,2026-02-15,可惜無洗衣設備，服務親切,,,残念ながら洗濯設備はありませんでしたが、サービスは親切でした。,,,吳‍淑‍慈,trip_1846071364
false,Booking.com,7,2026-02-15,,,,,,,にしじま,bookingcom_260186_ccc36b0f99394a3ef8bfbdf50c7f62ab
false,Booking.com,7,2026-02-15,,駅直下レベルのロケーションで利便性が良い 建物自体は新しくないが、改装等で不満が無い,喫煙ルームが無い,,駅直下レベルのロケーションで利便性が良い 建物自体は新しくないが、改装等で不満が無い,喫煙ルームが無い,Yamamoto,bookingcom_260186_8ce228edbba35eca10c51b245f49cc57
false,Booking.com,10,2026-02-15,,対応が丁寧でした,なし,,対応が丁寧でした,なし,Hayato,bookingcom_260186_50c7456ffe94748920d1fc3a19837283
false,Trip.com,10,2026-02-15,地理位置和酒店設施及服務都是沒得説，很好！下樓就有yodobashi，步行三分鐘是JR川崎車站去羽田很方便！,,,立地、ホテル設備、サービスすべてが素晴らしいです！1階にはヨドバシカメラがあり、JR川崎駅まで徒歩3分なので、羽田空港へのアクセスも非常に便利です！,,,ゲ‍ス‍ト,trip_1846171857
false,Booking.com,10,2026-02-15,,ルームの電気がカードを入れる必要がなく、ストレスがなかった。朝食の質が高くて満足です！,,,ルームの電気がカードを入れる必要がなく、ストレスがなかった。朝食の質が高くて満足です！,,Yoikun,bookingcom_260186_937a7ffe1875177dc04f1880fdad41fd
false,Trip.com,10,2026-02-15,老牌酒店，無可挑剔，就在川崎站邊上，交通便利，床品也舒服,,,川崎駅のすぐ隣という便利な立地にある、定評のある申し分のないホテルで、快適な寝具が備わっています。,,,H‍a‍i‍t‍o‍n‍g‍z‍h‍u‍l‍a‍o‍s‍h‍i,trip_1846692445
false,Booking.com,10,2026-02-14,,,,,,,Reinaldo,bookingcom_260186_1ee421499ad1d5f6511adf60efe172f1
false,Booking.com,10,2026-02-14,,房間內有加濕器足以舒緩乾燥的暖氣 雙床房算寬敞付有兩張椅子與小桌子方便吃宵夜,沒有,,室内には暖房による乾燥を和らげる加湿器が備え付けられています。ツインルームは広々としており、椅子2脚と夜食用の小さなテーブルが備え付けられています。,いいえ,Wen-chung,bookingcom_260186_badfda78abe1a8866f6c8a7371afd5bb
false,Google,4,2026-02-14,,,,,,,兵頭康平,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_61d474e1dafc195e3b0651e9ff562dfb
false,Booking.com,8,2026-02-13,,,,,,,Nobutaka,bookingcom_260186_996e371b3af2864792412df355ebebb9
false,じゃらん,5,2026-02-13,川崎に出張に来る際は、必ず利用させていただいております。  朝ごはん、部屋、接客など大変満足です。  フロントの改修工事中ですが、作業時間など気を使われており、快適に過ごすことができました。  また利用させていただきます。,,,川崎に出張に来る際は、必ず利用させていただいております。  朝ごはん、部屋、接客など大変満足です。  フロントの改修工事中ですが、作業時間など気を使われており、快適に過ごすことができました。  また利用させていただきます。,,,リックさん,jalan_322153_21b305f5ab04fabf516883b021377139
false,Booking.com,8,2026-02-12,,,,,,,Chiu,bookingcom_260186_3236c772a67177aedfd683902745b875
false,Booking.com,5,2026-02-12,,駅に近いのが最高でスタッフの対応が外国人も含め良かった。コーヒーが部屋にもラウンジでも飲めて美味しかった。  バスタブも大きめで洗面所も使い安かった。朝食ブッフェは種類は多くないが美味しかった。,エレベーターは2基しかないので、時間帯によると思うが待ち時間が長い時があった。,,駅に近いのが最高でスタッフの対応が外国人も含め良かった。コーヒーが部屋にもラウンジでも飲めて美味しかった。  バスタブも大きめで洗面所も使い安かった。朝食ブッフェは種類は多くないが美味しかった。,エレベーターは2基しかないので、時間帯によると思うが待ち時間が長い時があった。,Tetsuya,bookingcom_260186_3b17e171b91159d7042d784c04035552
false,Booking.com,10,2026-02-12,,地理位置好，步行到JR站三分钟，到京急六分钟。风景好。,没有。,,立地が最高で、JR駅まで徒歩3分、京急駅まで徒歩6分です。景色も素晴らしいです。,いいえ。,Yiyan,bookingcom_260186_10f43ed57060e22e547e960edce75c77
false,Google,5,2026-02-12,,,,,,,Sree Harsha,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_f99cd5a9204aaf90771fc5293cde3565
false,Booking.com,9,2026-02-11,,,,,,,Hisayo,bookingcom_260186_ed8bc69eda35902581202764687b4225
false,Google,3,2026-02-11,駅からの道が分かりにくい。設備が古め。 関係ないが駅からの道が臭かったです。。,,,駅からの道が分かりにくい。設備が古め。 関係ないが駅からの道が臭かったです。。,,,VN S,google_ChIJ2dgSdPttH2AR3N7Ip3WIiwc_db343e75596beddec225e945b9efe24d
false,Trip.com,9,2026-02-11,鄰近川崎駅，地理位置方便，交通方便 就算夜歸，附近都有很餐廳及超市 不愁衣食 附近有大型商場，方便shopping 價錢合理,,,川崎駅近くという便利な立地で、交通アクセスも抜群です。帰りが遅くなっても、周辺には飲食店やスーパーマーケットがたくさんあるので、食事や衣類の心配は無用です。また、大型ショッピングモールも近くにあり、リーズナブルな価格で買い物を楽しめます。,,,E‍x‍i‍t‍f‍a‍i‍f‍a‍i,trip_1843091256
false,Booking.com,10,2026-02-10,,,,,,,Perumalsamy,bookingcom_260186_a35febe98b12aa4a091e40f03070f8ba
false,Booking.com,10,2026-02-10,,,,,,,Kijima,bookingcom_260186_32566854e5b9912066ed10accecd4c33
false,Booking.com,8,2026-02-10,,駅から近い,2階出入り口が使えなくて不便だった,,駅から近い,2階出入り口が使えなくて不便だった,Haruhi,bookingcom_260186_ab7b641834013b08a821bf82774bfa8a
false,Booking.com,8,2026-02-09,,"La ubicación, la habitación y la atención",Que el hotel comparte pisos con oficinas,,立地、部屋、そしてサービス,このホテルはオフィスと同じフロアに入居している。,Monica,bookingcom_260186_a7a73e6a4dca68c4bd833eca0a22c695
